Fecha,Categoría,Cantidad Producto,Ingreso,Precio Unitario,Año
2022-01-12,complementos de pisos organicos,2,214134,6300,2022
2022-01-13,portapapeles,3,29829,5804,2022
2022-01-14,rack toallas,27,141966,14137,2022
2022-01-15,mosaicos,8,255184,6477,2022
2022-01-16,wc,1,139472,5452,2022
2022-01-17,complemento de pisos vinilicos,28,157136,5912,2022
2022-01-18,griferia institucional,5,250370,5857,2022
2022-01-19,muebles de baño,6,419406,7993,2022
2022-01-20,griferia de ducha y tina,9,323154,5526,2022
2022-01-21,wc,7,653590,5452,2022
2022-01-22,complemento de pisos vinilicos,7,590800,5912,2022
2022-01-23,modulos,13,324844,5526,2022
2022-01-24,portapapeles,6,187698,5804,2022
2022-01-25,jaboneras y vasos,7,393190,5316,2022
2022-01-26,mamparas de ducha,5,230770,5453,2022
2022-01-27,wc,4,62368,5452,2022
2022-01-28,modulos,29,151554,5526,2022
2022-01-29,contenedores,9,1149804,6155,2022
2022-01-30,griferia institucional,2,280106,5857,2022
2022-01-31,complementos de griferia,9,548370,6667,2022
2022-02-01,jaboneras y vasos,12,292488,5316,2022
2022-02-02,tinas,5,244440,5601,2022
2022-02-03,jaboneras y vasos,6,457830,5316,2022
2022-02-04,organizadores,28,156436,5887,2022
2022-02-05,pisos organicos,5,687405,5602,2022
2022-02-06,mamparas de ducha,1,115751,5453,2022
2022-02-07,pisos fotolaminados,2,46198,5971,2022
2022-02-08,wall panels,15,171750,5377,2022
2022-02-09,toalleros,9,908721,5706,2022
2022-02-10,muebles de baño,22,361658,7993,2022
2022-02-11,porcelanato,12,143760,5581,2022
2022-02-12,accesorios institucionales,15,241515,6348,2022
2022-02-13,accesibilidad universal,1,14122,6781,2022
2022-02-14,accesibilidad universal,2,115032,6781,2022
2022-02-15,tinas,8,538768,5601,2022
2022-02-16,portapapeles,7,211085,5804,2022
2022-02-17,mosaicos,4,538592,6477,2022
2022-02-18,complementos de pisos organicos,8,682368,6300,2022
2022-02-19,accesibilidad universal,3,42138,6781,2022
2022-02-20,pisos fotolaminados,9,1158705,5971,2022
2022-02-21,portapapeles,21,409038,5804,2022
2022-02-22,wc,21,305088,5452,2022
2022-02-23,jaboneras y vasos,20,331300,5316,2022
2022-02-24,mosaicos,1,85267,6477,2022
2022-02-25,jaboneras y vasos,3,16176,5316,2022
2022-02-26,pisos organicos,2,119032,5602,2022
2022-02-27,pisos fotolaminados,27,335286,5971,2022
2022-02-28,escobillas,24,546264,7500,2022
2022-03-01,pisos vinilicos,4,130388,5490,2022
2022-03-02,lavaplatos,3,42093,5506,2022
2022-03-03,urinarios,14,149254,7225,2022
2022-03-04,griferia institucional,17,234379,5857,2022
2022-03-05,bidet,24,523368,6069,2022
2022-03-06,portapapeles,6,598710,5804,2022
2022-03-07,urinarios,25,583775,7225,2022
2022-03-08,accesorios institucionales,3,60846,6348,2022
2022-03-09,griferia de bidet,9,466002,5360,2022
2022-03-10,complemento de pisos vinilicos,7,245525,5912,2022
2022-03-11,wall panels,9,924894,5377,2022
2022-03-12,rack toallas,23,435781,14137,2022
2022-03-13,gres,19,435385,9952,2022
2022-03-14,wall panels,24,227832,5377,2022
2022-03-15,contenedores,4,256912,6155,2022
2022-03-16,barras de seguridad,9,661248,7062,2022
2022-03-17,toalleros,8,294528,5706,2022
2022-03-18,gres,5,713640,9952,2022
2022-03-19,escobillas,27,438480,7500,2022
2022-03-20,jaboneras y vasos,4,513376,5316,2022
2022-03-21,griferia de ducha y tina,28,371252,5526,2022
2022-03-22,pisos vinilicos,9,403641,5490,2022
2022-03-23,escobillas,23,565386,7500,2022
2022-03-24,espejos,1,65292,6108,2022
2022-03-25,rack toallas,3,119655,14137,2022
2022-03-26,mamparas de ducha,21,136332,5453,2022
2022-03-27,pisos de madera,20,372300,5507,2022
2022-03-28,pisos vinilicos,12,182136,5490,2022
2022-03-29,pisos fotolaminados,29,352524,5971,2022
2022-03-30,wc,9,224100,5452,2022
2022-03-31,organizadores,1,121170,5887,2022
2022-04-01,portapapeles,1,79879,5804,2022
2022-04-02,wall panels,7,835716,5377,2022
2022-04-03,complemento de pisos vinilicos,12,77364,5912,2022
2022-04-04,griferia de ducha y tina,9,1261395,5526,2022
2022-04-05,accesorios institucionales,8,174312,6348,2022
2022-04-06,modulos,20,295300,5526,2022
2022-04-07,escobillas,4,69864,7500,2022
2022-04-08,griferia de cocina y lavadero,28,640136,5919,2022
2022-04-09,gres,6,774450,9952,2022
2022-04-10,griferia de bidet,3,433812,5360,2022
2022-04-11,griferia de lavamanos,2,153142,9670,2022
2022-04-12,receptaculos,7,332983,5889,2022
2022-04-13,pisos vinilicos,8,119872,5490,2022
2022-04-14,espejos,22,273438,6108,2022
2022-04-15,organizadores,12,140592,5887,2022
2022-04-16,receptaculos,8,1097800,5889,2022
2022-04-17,wall panels,10,248350,5377,2022
2022-04-18,perchas,29,514112,5360,2022
2022-04-19,porcelanato,3,23400,5581,2022
2022-04-20,griferia institucional,3,311607,5857,2022
2022-04-21,pisos fotolaminados,4,344176,5971,2022
2022-04-22,rack toallas,6,608064,14137,2022
2022-04-23,wc,17,386053,5452,2022
2022-04-24,pisos vinilicos,4,190172,5490,2022
2022-04-25,ceramicos,7,1004528,5492,2022
2022-04-26,accesorios institucionales,17,150076,6348,2022
2022-04-27,organizadores,6,255630,5887,2022
2022-04-28,griferia de cocina y lavadero,9,1064664,5919,2022
2022-04-29,receptaculos,1,142164,5889,2022
2022-04-30,contenedores,21,122955,6155,2022
2022-05-01,lavamanos,7,117838,5607,2022
2022-05-02,accesorios institucionales,7,56784,6348,2022
2022-05-03,gres,14,281596,9952,2022
2022-05-04,griferia institucional,14,318360,5857,2022
2022-05-05,griferia de ducha y tina,12,197172,5526,2022
2022-05-06,complemento de pisos vinilicos,8,132760,5912,2022
2022-05-07,lavaplatos,5,451740,5506,2022
2022-05-08,pisos vinilicos,29,479399,5490,2022
2022-05-09,griferia de cocina y lavadero,7,367024,5919,2022
2022-05-10,espejos,5,166605,6108,2022
2022-05-11,tinas,7,1006712,5601,2022
2022-05-12,griferia institucional,7,460740,5857,2022
2022-05-13,griferia de ducha y tina,18,123750,5526,2022
2022-05-14,espejos,4,398276,6108,2022
2022-05-15,toalleros,4,134976,5706,2022
2022-05-16,accesorios institucionales,8,1023504,6348,2022
2022-05-17,accesorios institucionales,1,125344,6348,2022
2022-05-18,pisos fotolaminados,3,223227,5971,2022
2022-05-19,griferia institucional,7,135632,5857,2022
2022-05-20,perchas,9,1200222,5360,2022
2022-05-21,wall panels,3,244947,5377,2022
2022-05-22,gres,18,253818,9952,2022
2022-05-23,muebles de baño,9,147429,7993,2022
2022-05-24,urinarios,28,356104,7225,2022
2022-05-25,complementos sanitarios,6,147234,6606,2022
2022-05-26,espejos,29,486533,6108,2022
2022-05-27,griferia de cocina y lavadero,8,505232,5919,2022
2022-05-28,ceramicos,9,980352,5492,2022
2022-05-29,complemento de pisos vinilicos,3,373425,5912,2022
2022-05-30,portapapeles,23,157688,5804,2022
2022-05-31,griferia de cocina y lavadero,26,181948,5919,2022
2022-06-01,sanitarios institucionales,17,245276,7451,2022
2022-06-02,complementos sanitarios,23,277472,6606,2022
2022-06-03,toalleros,6,410352,5706,2022
2022-06-04,gres,6,243096,9952,2022
2022-06-05,lavaplatos,13,99554,5506,2022
2022-06-06,urinarios,21,149520,7225,2022
2022-06-07,pisos de madera,2,182098,5507,2022
2022-06-08,complementos sanitarios,3,143574,6606,2022
2022-06-09,modulos,9,741555,5526,2022
2022-06-10,jaboneras y vasos,8,187632,5316,2022
2022-06-11,mosaicos,26,520182,6477,2022
2022-06-12,porcelanato,4,24564,5581,2022
2022-06-13,griferia de lavamanos,8,927360,9670,2022
2022-06-14,complemento de pisos vinilicos,24,200664,5912,2022
2022-06-15,accesorios institucionales,7,746956,6348,2022
2022-06-16,espejos,8,554656,6108,2022
2022-06-17,wall panels,20,479800,5377,2022
2022-06-18,contenedores,10,210280,6155,2022
2022-06-19,jaboneras y vasos,3,141891,5316,2022
2022-06-20,bidet,27,438642,6069,2022
2022-06-21,pisos organicos,1,77498,5602,2022
2022-06-22,gres,5,116065,9952,2022
2022-06-23,griferia de cocina y lavadero,4,123716,5919,2022
2022-06-24,wall panels,1,144149,5377,2022
2022-06-25,perchas,17,352699,5360,2022
2022-06-26,organizadores,5,73245,5887,2022
2022-06-27,griferia de lavamanos,8,578872,9670,2022
2022-06-28,gres,4,38608,9952,2022
2022-06-29,perchas,6,826044,5360,2022
2022-06-30,barras de seguridad,27,312957,7062,2022
2022-07-01,griferia de bidet,2,214724,5360,2022
2022-07-02,griferia institucional,5,548370,5857,2022
2022-07-03,accesorios institucionales,5,415805,6348,2022
2022-07-04,espejos,5,570460,6108,2022
2022-07-05,escobillas,5,519255,7500,2022
2022-07-06,lavaplatos,28,161980,5506,2022
2022-07-07,muebles de baño,29,690200,7993,2022
2022-07-08,griferia institucional,20,399460,5857,2022
2022-07-09,ceramicos,16,140912,5492,2022
2022-07-10,lavaplatos,5,703295,5506,2022
2022-07-11,pisos de madera,17,354416,5507,2022
2022-07-12,ceramicos,13,206869,5492,2022
2022-07-13,rack toallas,7,817852,14137,2022
2022-07-14,rack toallas,2,37730,14137,2022
2022-07-15,griferia de cocina y lavadero,1,86882,5919,2022
2022-07-16,pisos organicos,12,194172,5602,2022
2022-07-17,complementos de griferia,11,148401,6667,2022
2022-07-18,complemento de pisos vinilicos,1,14714,5912,2022
2022-07-19,accesibilidad universal,8,485232,6781,2022
2022-07-20,griferia de lavamanos,15,150060,9670,2022
2022-07-21,escobillas,4,227048,7500,2022
2022-07-22,toalleros,17,198084,5706,2022
2022-07-23,sanitarios institucionales,22,157322,7451,2022
2022-07-24,wc,26,440102,5452,2022
2022-07-25,espejos,7,122164,6108,2022
2022-07-26,portapapeles,28,670628,5804,2022
2022-07-27,complementos sanitarios,4,30640,6606,2022
2022-07-28,accesibilidad universal,5,742090,6781,2022
2022-07-29,complementos sanitarios,6,329052,6606,2022
2022-07-30,ceramicos,12,103560,5492,2022
2022-07-31,contenedores,6,349848,6155,2022
2022-08-01,receptaculos,5,109295,5889,2022
2022-08-02,portapapeles,20,124140,5804,2022
2022-08-03,griferia institucional,26,144482,5857,2022
2022-08-04,griferia de lavamanos,1,43893,9670,2022
2022-08-05,barras de seguridad,16,156176,7062,2022
2022-08-06,pisos vinilicos,4,274540,5490,2022
2022-08-07,perchas,7,758835,5360,2022
2022-08-08,gres,6,801906,9952,2022
2022-08-09,modulos,23,426121,5526,2022
2022-08-10,griferia de bidet,11,256630,5360,2022
2022-08-11,wall panels,3,295032,5377,2022
2022-08-12,griferia institucional,3,198912,5857,2022
2022-08-13,rack toallas,27,548343,14137,2022
2022-08-14,modulos,3,153249,5526,2022
2022-08-15,espejos,15,167130,6108,2022
2022-08-16,lavamanos,3,215586,5607,2022
2022-08-17,muebles de baño,8,627648,7993,2022
2022-08-18,pisos vinilicos,1,135388,5490,2022
2022-08-19,pisos de madera,8,160576,5507,2022
2022-08-20,rack toallas,6,76452,14137,2022
2022-08-21,sanitarios institucionales,5,37450,7451,2022
2022-08-22,complementos de griferia,23,531484,6667,2022
2022-08-23,griferia de lavamanos,6,776646,9670,2022
2022-08-24,contenedores,11,119295,6155,2022
2022-08-25,sanitarios institucionales,10,243370,7451,2022
2022-08-26,complementos sanitarios,5,539745,6606,2022
2022-08-27,lavaplatos,2,95222,5506,2022
2022-08-28,perchas,24,501744,5360,2022
2022-08-29,griferia institucional,3,348216,5857,2022
2022-08-30,ceramicos,26,403078,5492,2022
2022-08-31,rack toallas,7,116130,14137,2022
2022-09-01,porcelanato,4,24352,5581,2022
2022-09-02,pisos organicos,1,14764,5602,2022
2022-09-03,urinarios,8,119672,7225,2022
2022-09-04,accesorios institucionales,9,212571,6348,2022
2022-09-05,complementos de pisos organicos,4,53792,6300,2022
2022-09-06,bidet,8,123464,6069,2022
2022-09-07,pisos fotolaminados,2,33056,5971,2022
2022-09-08,pisos de madera,4,314044,5507,2022
2022-09-09,pisos organicos,6,781908,5602,2022
2022-09-10,accesorios institucionales,8,198480,6348,2022
2022-09-11,accesibilidad universal,28,394828,6781,2022
2022-09-12,wall panels,2,33896,5377,2022
2022-09-13,tinas,27,634878,5601,2022
2022-09-14,griferia de lavamanos,2,104062,9670,2022
2022-09-15,muebles de baño,7,709184,7993,2022
2022-09-16,griferia de lavamanos,6,718998,9670,2022
2022-09-17,toalleros,2,269538,5706,2022
2022-09-18,wall panels,8,608736,5377,2022
2022-09-19,griferia de ducha y tina,2,15110,5526,2022
2022-09-20,pisos fotolaminados,23,182873,5971,2022
2022-09-21,gres,7,701841,9952,2022
2022-09-22,barras de seguridad,29,252329,7062,2022
2022-09-23,barras de seguridad,7,160804,7062,2022
2022-09-24,gres,21,432432,9952,2022
2022-09-25,rack toallas,19,124564,14137,2022
2022-09-26,pisos fotolaminados,17,341037,5971,2022
2022-09-27,accesorios institucionales,10,121900,6348,2022
2022-09-28,perchas,8,956568,5360,2022
2022-09-29,griferia de cocina y lavadero,2,110470,5919,2022
2022-09-30,complementos sanitarios,4,247684,6606,2022
2022-10-01,bidet,15,296145,6069,2022
2022-10-02,griferia de lavamanos,4,566580,9670,2022
2022-10-03,perchas,8,84720,5360,2022
2022-10-04,organizadores,7,733341,5887,2022
2022-10-05,organizadores,2,34474,5887,2022
2022-10-06,modulos,2,206926,5526,2022
2022-10-07,lavamanos,9,165474,5607,2022
2022-10-08,tinas,9,708192,5601,2022
2022-10-09,tinas,26,604968,5601,2022
2022-10-10,griferia institucional,6,592218,5857,2022
2022-10-11,jaboneras y vasos,7,369152,5316,2022
2022-10-12,griferia de lavamanos,8,705288,9670,2022
2022-10-13,barras de seguridad,5,37185,7062,2022
2022-10-14,barras de seguridad,9,765927,7062,2022
2022-10-15,wall panels,19,204022,5377,2022
2022-10-16,mamparas de ducha,12,129516,5453,2022
2022-10-17,complementos sanitarios,2,253734,6606,2022
2022-10-18,wall panels,19,292220,5377,2022
2022-10-19,lavaplatos,16,214224,5506,2022
2022-10-20,perchas,1,139988,5360,2022
2022-10-21,espejos,1,136966,6108,2022
2022-10-22,jaboneras y vasos,9,1099098,5316,2022
2022-10-23,complementos sanitarios,7,374346,6606,2022
2022-10-24,complementos de pisos organicos,11,188980,6300,2022
2022-10-25,espejos,12,299892,6108,2022
2022-10-26,griferia de cocina y lavadero,25,442950,5919,2022
2022-10-27,receptaculos,5,506840,5889,2022
2022-10-28,organizadores,3,406278,5887,2022
2022-10-29,pisos vinilicos,1,96852,5490,2022
2022-10-30,complementos de griferia,28,565768,6667,2022
2022-10-31,modulos,3,352776,5526,2022
2022-11-01,modulos,18,117342,5526,2022
2022-11-02,mamparas de ducha,3,403191,5453,2022
2022-11-03,receptaculos,7,588840,5889,2022
2022-11-04,toalleros,18,329832,5706,2022
2022-11-05,griferia de lavamanos,2,36822,9670,2022
2022-11-06,rack toallas,9,533880,14137,2022
2022-11-07,griferia de ducha y tina,6,754140,5526,2022
2022-11-08,ceramicos,1,64773,5492,2022
2022-11-09,portapapeles,7,744772,5804,2022
2022-11-10,urinarios,2,46312,7225,2022
2022-11-11,sanitarios institucionales,8,185080,7451,2022
2022-11-12,griferia de cocina y lavadero,3,58827,5919,2022
2022-11-13,pisos organicos,5,428105,5602,2022
2022-11-14,ceramicos,6,465546,5492,2022
2022-11-15,portapapeles,4,337344,5804,2022
2022-11-16,portapapeles,11,181665,5804,2022
2022-11-17,accesibilidad universal,25,573300,6781,2022
2022-11-18,bidet,22,202686,6069,2022
2022-11-19,jaboneras y vasos,5,429300,5316,2022
2022-11-20,wc,5,459985,5452,2022
2022-11-21,porcelanato,2,96398,5581,2022
2022-11-22,lavaplatos,4,152064,5506,2022
2022-11-23,pisos organicos,3,185643,5602,2022
2022-11-24,complementos de griferia,15,203670,6667,2022
2022-11-25,jaboneras y vasos,6,782208,5316,2022
2022-11-26,organizadores,9,486783,5887,2022
2022-11-27,jaboneras y vasos,6,188406,5316,2022
2022-11-28,muebles de baño,28,257992,7993,2022
2022-11-29,complementos de pisos organicos,1,41950,6300,2022
2022-11-30,ceramicos,6,644418,5492,2022
2022-12-01,barras de seguridad,15,162270,7062,2022
2022-12-02,gres,2,294960,9952,2022
2022-12-03,accesibilidad universal,7,143451,6781,2022
2022-12-04,receptaculos,5,302155,5889,2022
2022-12-05,modulos,23,304152,5526,2022
2022-12-06,escobillas,4,589016,7500,2022
2022-12-07,griferia de cocina y lavadero,16,178480,5919,2022
2022-12-08,complementos de griferia,5,715970,6667,2022
2022-12-09,escobillas,7,560868,7500,2022
2022-12-10,contenedores,3,282330,6155,2022
2022-12-11,modulos,11,259501,5526,2022
2022-12-12,portapapeles,7,985712,5804,2022
2022-12-13,barras de seguridad,13,243971,7062,2022
2022-12-14,mosaicos,4,370088,6477,2022
2022-12-15,porcelanato,9,1082754,5581,2022
2022-12-16,toalleros,15,369900,5706,2022
2022-12-17,bidet,4,539672,6069,2022
2022-12-18,jaboneras y vasos,9,464463,5316,2022
2022-12-19,lavaplatos,24,405792,5506,2022
2022-12-20,perchas,2,209414,5360,2022
2022-12-21,wall panels,9,194949,5377,2022
2022-12-22,mamparas de ducha,26,277940,5453,2022
2022-12-23,accesibilidad universal,9,815526,6781,2022
2022-12-24,griferia de bidet,3,431064,5360,2022
2022-12-25,lavaplatos,21,286692,5506,2022
2022-12-26,ceramicos,1,108915,5492,2022
2022-12-27,jaboneras y vasos,22,114730,5316,2022
2022-12-28,pisos vinilicos,9,1242792,5490,2022
2022-12-29,mosaicos,1,66081,6477,2022
2022-12-30,contenedores,9,323451,6155,2022
2022-12-31,receptaculos,22,160490,5889,2022
2023-01-01,escobillas,6,97110,7600,2023
2023-01-02,porcelanato,15,255015,5681,2023
2023-01-03,lavamanos,5,659740,5707,2023
2023-01-04,jaboneras y vasos,6,342456,5416,2023
2023-01-05,pisos de madera,6,447630,5607,2023
2023-01-06,sanitarios institucionales,3,207363,7551,2023
2023-01-07,gres,8,547240,10052,2023
2023-01-08,lavamanos,1,30492,5707,2023
2023-01-09,griferia de bidet,13,149162,5460,2023
2023-01-10,accesibilidad universal,6,828252,6881,2023
2023-01-11,mamparas de ducha,4,78428,5553,2023
2023-01-12,rack toallas,27,651429,14237,2023
2023-01-13,jaboneras y vasos,9,955989,5416,2023
2023-01-14,wall panels,5,585890,5477,2023
2023-01-15,mosaicos,23,280278,6577,2023
2023-01-16,griferia de cocina y lavadero,19,106761,6019,2023
2023-01-17,wall panels,29,250618,5477,2023
2023-01-18,muebles de baño,5,320320,8093,2023
2023-01-19,complementos de pisos organicos,2,171490,6400,2023
2023-01-20,griferia de ducha y tina,13,178243,5626,2023
2023-01-21,receptaculos,4,152796,5989,2023
2023-01-22,receptaculos,20,349480,5989,2023
2023-01-23,toalleros,6,707358,5806,2023
2023-01-24,mamparas de ducha,5,539800,5553,2023
2023-01-25,muebles de baño,5,741535,8093,2023
2023-01-26,complementos de pisos organicos,5,495595,6400,2023
2023-01-27,bidet,8,388808,6169,2023
2023-01-28,griferia de ducha y tina,8,400176,5626,2023
2023-01-29,modulos,6,214332,5626,2023
2023-01-30,receptaculos,25,512850,5989,2023
2023-01-31,complementos de pisos organicos,12,151416,6400,2023
2023-02-01,ceramicos,10,61960,5592,2023
2023-02-02,pisos organicos,6,322896,5702,2023
2023-02-03,pisos vinilicos,2,99404,5590,2023
2023-02-04,toalleros,25,179400,5806,2023
2023-02-05,complementos de pisos organicos,20,283420,6400,2023
2023-02-06,pisos organicos,3,44463,5702,2023
2023-02-07,modulos,7,60872,5626,2023
2023-02-08,gres,17,410533,10052,2023
2023-02-09,griferia de lavamanos,4,302960,9770,2023
2023-02-10,accesibilidad universal,21,319095,6881,2023
2023-02-11,griferia de bidet,4,24420,5460,2023
2023-02-12,ceramicos,1,23545,5592,2023
2023-02-13,organizadores,4,218916,5987,2023
2023-02-14,griferia institucional,9,1153206,5957,2023
2023-02-15,griferia de lavamanos,26,499512,9770,2023
2023-02-16,pisos fotolaminados,24,374232,6071,2023
2023-02-17,contenedores,4,96656,6255,2023
2023-02-18,muebles de baño,19,149549,8093,2023
2023-02-19,griferia de lavamanos,19,294899,9770,2023
2023-02-20,pisos fotolaminados,28,171696,6071,2023
2023-02-21,complementos de griferia,7,106610,6767,2023
2023-02-22,ceramicos,5,378035,5592,2023
2023-02-23,pisos vinilicos,4,38228,5590,2023
2023-02-24,receptaculos,20,281300,5989,2023
2023-02-25,griferia institucional,20,401780,5957,2023
2023-02-26,pisos vinilicos,16,187136,5590,2023
2023-02-27,complementos de pisos organicos,14,307972,6400,2023
2023-02-28,organizadores,9,1260549,5987,2023
2023-03-01,pisos fotolaminados,3,64962,6071,2023
2023-03-02,complemento de pisos vinilicos,3,57624,6012,2023
2023-03-03,pisos de madera,27,557253,5607,2023
2023-03-04,wall panels,4,177080,5477,2023
2023-03-05,complementos de pisos organicos,8,616544,6400,2023
2023-03-06,porcelanato,4,431204,5681,2023
2023-03-07,complementos sanitarios,25,541825,6706,2023
2023-03-08,urinarios,21,243894,7325,2023
2023-03-09,muebles de baño,7,830837,8093,2023
2023-03-10,complementos sanitarios,21,461244,6706,2023
2023-03-11,lavaplatos,9,607896,5606,2023
2023-03-12,pisos fotolaminados,28,247296,6071,2023
2023-03-13,pisos de madera,5,668745,5607,2023
2023-03-14,tinas,8,118920,5701,2023
2023-03-15,bidet,6,113556,6169,2023
2023-03-16,receptaculos,20,331600,5989,2023
2023-03-17,griferia institucional,22,237820,5957,2023
2023-03-18,mamparas de ducha,28,425012,5553,2023
2023-03-19,porcelanato,3,345087,5681,2023
2023-03-20,jaboneras y vasos,15,265605,5416,2023
2023-03-21,porcelanato,18,418194,5681,2023
2023-03-22,portapapeles,5,327585,5904,2023
2023-03-23,urinarios,25,539725,7325,2023
2023-03-24,pisos organicos,6,699066,5702,2023
2023-03-25,tinas,8,1120944,5701,2023
2023-03-26,pisos vinilicos,6,353304,5590,2023
2023-03-27,urinarios,17,397375,7325,2023
2023-03-28,bidet,7,980966,6169,2023
2023-03-29,lavaplatos,27,223371,5606,2023
2023-03-30,pisos vinilicos,9,1143198,5590,2023
2023-03-31,pisos organicos,10,85510,5702,2023
2023-04-01,contenedores,1,57128,6255,2023
2023-04-02,pisos vinilicos,4,470396,5590,2023
2023-04-03,wc,27,139104,5552,2023
2023-04-04,barras de seguridad,6,96648,7162,2023
2023-04-05,rack toallas,25,257750,14237,2023
2023-04-06,toalleros,17,290139,5806,2023
2023-04-07,modulos,7,85841,5626,2023
2023-04-08,pisos vinilicos,15,366840,5590,2023
2023-04-09,accesibilidad universal,7,130823,6881,2023
2023-04-10,muebles de baño,25,576125,8093,2023
2023-04-11,muebles de baño,27,671571,8093,2023
2023-04-12,wc,9,215172,5552,2023
2023-04-13,pisos de madera,20,187140,5607,2023
2023-04-14,pisos vinilicos,3,195180,5590,2023
2023-04-15,ceramicos,12,165024,5592,2023
2023-04-16,complementos de griferia,7,211218,6767,2023
2023-04-17,lavaplatos,1,83312,5606,2023
2023-04-18,organizadores,15,220335,5987,2023
2023-04-19,griferia de lavamanos,4,322876,9770,2023
2023-04-20,pisos organicos,3,213984,5702,2023
2023-04-21,mamparas de ducha,3,20721,5553,2023
2023-04-22,griferia de bidet,1,34173,5460,2023
2023-04-23,lavaplatos,7,702135,5606,2023
2023-04-24,griferia institucional,3,356373,5957,2023
2023-04-25,griferia de ducha y tina,1,86184,5626,2023
2023-04-26,complementos de griferia,19,195453,6767,2023
2023-04-27,tinas,5,118120,5701,2023
2023-04-28,barras de seguridad,6,99594,7162,2023
2023-04-29,wall panels,3,423348,5477,2023
2023-04-30,mamparas de ducha,16,124208,5553,2023
2023-05-01,accesibilidad universal,25,162025,6881,2023
2023-05-02,griferia de lavamanos,7,327845,9770,2023
2023-05-03,complementos sanitarios,6,569322,6706,2023
2023-05-04,pisos fotolaminados,14,220612,6071,2023
2023-05-05,griferia de bidet,3,410610,5460,2023
2023-05-06,porcelanato,7,380345,5681,2023
2023-05-07,toalleros,18,295956,5806,2023
2023-05-08,barras de seguridad,8,538616,7162,2023
2023-05-09,griferia institucional,1,136464,5957,2023
2023-05-10,ceramicos,5,247905,5592,2023
2023-05-11,accesibilidad universal,17,365891,6881,2023
2023-05-12,griferia institucional,5,247760,5957,2023
2023-05-13,pisos organicos,14,154602,5702,2023
2023-05-14,pisos vinilicos,24,270264,5590,2023
2023-05-15,griferia de ducha y tina,18,440784,5626,2023
2023-05-16,portapapeles,3,444744,5904,2023
2023-05-17,complementos sanitarios,7,392343,6706,2023
2023-05-18,organizadores,4,538944,5987,2023
2023-05-19,complementos de pisos organicos,7,1029882,6400,2023
2023-05-20,griferia de lavamanos,3,354834,9770,2023
2023-05-21,toalleros,8,1073960,5806,2023
2023-05-22,sanitarios institucionales,8,952928,7551,2023
2023-05-23,barras de seguridad,9,996318,7162,2023
2023-05-24,pisos organicos,10,107880,5702,2023
2023-05-25,rack toallas,6,93366,14237,2023
2023-05-26,mosaicos,9,1130004,6577,2023
2023-05-27,accesibilidad universal,26,531466,6881,2023
2023-05-28,rack toallas,1,44256,14237,2023
2023-05-29,complementos sanitarios,3,174690,6706,2023
2023-05-30,complementos de griferia,9,473625,6767,2023
2023-05-31,mosaicos,2,26798,6577,2023
2023-06-01,espejos,6,571818,6208,2023
2023-06-02,urinarios,7,841855,7325,2023
2023-06-03,lavamanos,6,39108,5707,2023
2023-06-04,lavamanos,9,1006938,5707,2023
2023-06-05,tinas,3,440649,5701,2023
2023-06-06,tinas,2,263716,5701,2023
2023-06-07,portapapeles,6,295398,5904,2023
2023-06-08,lavamanos,27,182034,5707,2023
2023-06-09,griferia institucional,1,42360,5957,2023
2023-06-10,contenedores,6,748602,6255,2023
2023-06-11,complementos de pisos organicos,27,248265,6400,2023
2023-06-12,toalleros,4,194756,5806,2023
2023-06-13,griferia de cocina y lavadero,26,198692,6019,2023
2023-06-14,griferia de ducha y tina,27,551826,5626,2023
2023-06-15,griferia de lavamanos,5,164970,9770,2023
2023-06-16,portapapeles,22,137962,5904,2023
2023-06-17,pisos organicos,9,1029429,5702,2023
2023-06-18,pisos fotolaminados,1,13475,6071,2023
2023-06-19,complementos de pisos organicos,4,37584,6400,2023
2023-06-20,mosaicos,9,199800,6577,2023
2023-06-21,receptaculos,1,95618,5989,2023
2023-06-22,ceramicos,9,964971,5592,2023
2023-06-23,urinarios,10,70930,7325,2023
2023-06-24,portapapeles,6,326106,5904,2023
2023-06-25,muebles de baño,1,100821,8093,2023
2023-06-26,bidet,6,673734,6169,2023
2023-06-27,griferia de cocina y lavadero,4,199496,6019,2023
2023-06-28,receptaculos,25,568700,5989,2023
2023-06-29,jaboneras y vasos,4,498296,5416,2023
2023-06-30,pisos fotolaminados,9,66834,6071,2023
2023-07-01,accesibilidad universal,24,191088,6881,2023
2023-07-02,griferia de lavamanos,9,673344,9770,2023
2023-07-03,pisos fotolaminados,18,277362,6071,2023
2023-07-04,pisos de madera,8,743648,5607,2023
2023-07-05,lavamanos,23,367908,5707,2023
2023-07-06,griferia de lavamanos,1,10119,9770,2023
2023-07-07,espejos,11,100804,6208,2023
2023-07-08,gres,8,410248,10052,2023
2023-07-09,pisos de madera,18,238536,5607,2023
2023-07-10,barras de seguridad,1,22721,7162,2023
2023-07-11,griferia de bidet,18,117918,5460,2023
2023-07-12,gres,7,620697,10052,2023
2023-07-13,griferia de cocina y lavadero,6,581382,6019,2023
2023-07-14,griferia de lavamanos,4,37480,9770,2023
2023-07-15,complementos de griferia,13,202254,6767,2023
2023-07-16,griferia de cocina y lavadero,3,420759,6019,2023
2023-07-17,bidet,1,30869,6169,2023
2023-07-18,mosaicos,27,407781,6577,2023
